         0
         2
         2
         2
        32        110
  1   1   1   5   2 12   +4.6136575e+00
  1   1   2   2   2 12   +4.3736668e+00
  1   1   2   3   2 12   +5.4980221e+00
  1   1   3   2   2 12   -5.4980221e+00
  1   1   3   3   2 12   +2.1514311e+00
  1   1   4   1   2 12   -4.5630274e+00
  1   1   5   1   2 12   -4.6136575e+00
  1   4   1   4   2 12   -5.4979739e+00
  1   4   1   5   2 12   +1.2160473e+00
  1   4   2   2   2 12   +7.8898764e-01
  1   4   2   3   2 12   -1.5626938e+00
  1   4   3   2   2 12   -1.0021094e+00
  1   4   3   3   2 12   -7.4970061e-01
  1   4   4   1   2 12   -5.7676821e+00
  1   4   5   1   2 12   +2.0839922e-01
  1   5   1   5   2 12   -1.7956661e+00
  1   5   2   2   2 12   +4.0802121e+00
  1   5   2   3   2 12   +7.9792756e-01
  1   5   3   2   2 12   -1.2145691e+00
  1   5   3   3   2 12   -1.6805367e+00
  1   5   4   1   2 12   -2.0839922e-01
  1   5   5   1   2 12   +4.2823467e+00
  2   2   2   2   2 12   -2.4470117e+00
  2   2   2   3   2 12   -2.3369513e+00
  2   2   3   2   2 12   +2.3369513e+00
  2   2   3   3   2 12   +5.5441365e+00
  2   2   4   1   2 12   +7.8898764e-01
  2   2   5   1   2 12   -4.0802121e+00
  2   3   2   3   2 12   -2.8732159e+00
  2   3   3   2   2 12   +3.4572277e+00
  2   3   3   3   2 12   -5.6570201e+00
  2   3   4   1   2 12   +1.0021094e+00
  2   3   5   1   2 12   -1.2145691e+00
  3   2   3   2   2 12   -2.8732159e+00
  3   2   3   3   2 12   +5.6570201e+00
  3   2   4   1   2 12   +1.5626938e+00
  3   2   5   1   2 12   +7.9792756e-01
  3   3   3   3   2 12   +1.0577734e+00
  3   3   4   1   2 12   -7.4970061e-01
  3   3   5   1   2 12   +1.6805367e+00
  4   1   4   1   2 12   -5.4979739e+00
  4   1   5   1   2 12   -1.2160473e+00
  5   1   5   1   2 12   -1.7956661e+00
  1   2   1   2   2 12   -2.8099782e+00
  1   2   1   3   2 12   +2.0178978e+00
  1   2   2   1   2 12   -2.3534720e+00
  1   2   3   1   2 12   -8.4383993e+00
  1   3   1   3   2 12   -1.3831092e+00
  1   3   2   1   2 12   +8.4383993e+00
  1   3   3   1   2 12   -3.6133771e+00
  2   1   2   1   2 12   -2.8099782e+00
  2   1   3   1   2 12   -2.0178978e+00
  3   1   3   1   2 12   -1.3831092e+00
  1   5   1   5   4 12   +1.1740154e-01
  1   5   1   6   4 12   +1.7784590e+00
  1   5   2   3   4 12   -2.3155086e+00
  1   5   3   2   4 12   -3.4108152e+00
  1   5   3   3   4 12   -2.3931677e+00
  1   5   5   1   4 12   +6.3348359e-01
  1   5   6   1   4 12   -5.4663968e+00
  1   6   1   6   4 12   +8.4345442e-01
  1   6   2   3   4 12   +4.2642112e+00
  1   6   3   2   4 12   +4.1131303e-01
  1   6   3   3   4 12   -4.1959256e-01
  1   6   5   1   4 12   +5.4663968e+00
  1   6   6   1   4 12   -2.8651309e+00
  2   3   2   3   4 12   -4.3734837e+00
  2   3   3   2   4 12   -7.9103142e-01
  2   3   3   3   4 12   +1.4504133e+00
  2   3   5   1   4 12   -3.4108152e+00
  2   3   6   1   4 12   -4.1131303e-01
  3   2   3   2   4 12   -4.3734837e+00
  3   2   3   3   4 12   -1.4504133e+00
  3   2   5   1   4 12   -2.3155086e+00
  3   2   6   1   4 12   -4.2642112e+00
  3   3   3   3   4 12   -2.1320388e+00
  3   3   5   1   4 12   +2.3931677e+00
  3   3   6   1   4 12   -4.1959256e-01
  5   1   5   1   4 12   +1.1740154e-01
  5   1   6   1   4 12   -1.7784590e+00
  6   1   6   1   4 12   +8.4345442e-01
  1   3   1   3   4 12   -7.4135799e+00
  1   3   3   1   4 12   -5.1435885e+00
  3   1   3   1   4 12   -7.4135799e+00
  1   6   1   6   6 12   -4.3176603e+00
  1   6   3   3   6 12   -4.3782916e+00
  1   6   6   1   6 12   -2.0476689e+00
  3   3   3   3   6 12   -6.3653288e+00
  3   3   6   1   6 12   -4.3782916e+00
  6   1   6   1   6 12   -4.3176603e+00
